DATE,AGE_GROUP,ONE_DOSE_VAX_PCT,FULL_VAX_PCT
2021-04-18,0-17,0.010717176388969185,0.0015920946718194797
2021-04-18,18-44,0.34795387051130766,0.19033683877395063
2021-04-18,45-64,0.5099778787485149,0.33445819112018993
2021-04-18,65-74,0.737438335591879,0.6087333148983043
2021-04-18,75+,0.6417814130790931,0.5389691603199847
2021-04-19,0-17,0.011415385504822979,0.0016426814787802242
2021-04-19,18-44,0.3532457753357087,0.19397084125118355
2021-04-19,45-64,0.5146861984612668,0.3411530934302881
2021-04-19,65-74,0.7403090057153683,0.6138253550907415
2021-04-19,75+,0.6440790052025477,0.5427212281528958
2021-04-20,0-17,0.012861834644513721,0.0017371843049706264
2021-04-20,18-44,0.3657789771779245,0.19870647431974456
2021-04-20,45-64,0.5236527044407615,0.347893199416254
2021-04-20,65-74,0.7454789619143505,0.6181443462770663
2021-04-20,75+,0.6477791274744068,0.5458579408779599
2021-04-21,0-17,0.013535584205353529,0.0017833239201106462
2021-04-21,18-44,0.370597031513355,0.20166646037418107
2021-04-21,45-64,0.5286660300085791,0.3534408800156452
2021-04-21,65-74,0.7491624029296419,0.622200561911906
2021-04-21,75+,0.6509577962295514,0.5491964421286492
2021-04-22,0-17,0.014125393020577156,0.001832243030138619
2021-04-22,18-44,0.376023911931584,0.2051508409697451
2021-04-22,45-64,0.5339753206962888,0.3594996000664256
2021-04-22,65-74,0.7530016759580231,0.6267181625266786
2021-04-22,75+,0.654408180227122,0.5527467214359352
2021-04-23,0-17,0.01478691280390997,0.0019011745033598534
2021-04-23,18-44,0.3818249906450426,0.2093758642386759
2021-04-23,45-64,0.5398413303394225,0.36688017076521257
2021-04-23,65-74,0.7570059475884996,0.6314740944555887
2021-04-23,75+,0.6581702375910047,0.5563909023343536
2021-04-24,0-17,0.015355597457985155,0.001965658784760363
2021-04-24,18-44,0.3866154754974784,0.21393660339948956
2021-04-24,45-64,0.5448456151720666,0.37423457091481294
2021-04-24,65-74,0.7605289732961985,0.6357289195188763
2021-04-24,75+,0.6610971701656664,0.559613525025773
2021-04-25,0-17,0.01607493073498739,0.002012910197855564
2021-04-25,18-44,0.3921937008900635,0.2188399508229347
2021-04-25,45-64,0.5501796489244618,0.3814414643326343
2021-04-25,65-74,0.7637785290985729,0.6403595747313807
2021-04-25,75+,0.6635426073474998,0.5629340451207135
2021-04-26,0-17,0.01659302858210183,0.00205515852015245
2021-04-26,18-44,0.39636042618974526,0.22290731111098985
2021-04-26,45-64,0.5540666892209218,0.38670840631347847
2021-04-26,65-74,0.7659892048136815,0.6436778799512949
2021-04-26,75+,0.6654086517329838,0.5651756958707275
2021-04-27,0-17,0.017608100115182268,0.0021935773655725093
2021-04-27,18-44,0.40399573706869196,0.22906880337818064
2021-04-27,45-64,0.5605512754811931,0.39388770169761217
2021-04-27,65-74,0.7699491712639657,0.6474102094412811
2021-04-27,75+,0.668889004323469,0.5685701384948574
2021-04-28,0-17,0.01844083678361299,0.0024298344310485142
2021-04-28,18-44,0.4103249436907669,0.23704298915226998
2021-04-28,45-64,0.5663382976486,0.4040532946580199
2021-04-28,65-74,0.77412302479104,0.6554141694077315
2021-04-28,75+,0.6728408627758109,0.5753330509625912
2021-04-29,0-17,0.01921965125121742,0.0027611502216925124
2021-04-29,18-44,0.4171211084310638,0.2457170377394632
2021-04-29,45-64,0.5727329523853029,0.4154936312778984
2021-04-29,65-74,0.7787139581178548,0.6643271494505394
2021-04-29,75+,0.6770864134387162,0.5835304600778384
2021-04-30,0-17,0.019756093764592347,0.003284251159605267
2021-04-30,18-44,0.42209108210507934,0.25400511356473127
2021-04-30,45-64,0.5778595250568733,0.42403141607889994
2021-04-30,65-74,0.7825990640912626,0.6705573744444665
2021-04-30,75+,0.68081650430348994,0.5886490957476564
2021-05-01,0-17,0.02024139357202894,0.003894072338022156
2021-05-01,18-44,0.4270326247497567,0.2621814755474481
2021-05-01,45-64,0.5829694437425978,0.4317050969285768
2021-05-01,65-74,0.7867270846733104,0.6766027398934537
2021-05-01,75+,0.684496647513406,0.5934640496759396
